,SNWD,WTEQ,date,year,month,day
115,68.0,21.0,2009-02-24,2009,2,24
116,73.0,21.6,2009-02-25,2009,2,25
117,77.0,22.3,2009-02-26,2009,2,26
118,78.0,22.4,2009-02-27,2009,2,27
119,76.0,22.4,2009-02-28,2009,2,28
120,74.0,22.5,2009-03-01,2009,3,1
121,73.0,22.7,2009-03-02,2009,3,2
122,75.0,23.0,2009-03-03,2009,3,3
123,80.0,23.5,2009-03-04,2009,3,4
124,84.0,24.1,2009-03-05,2009,3,5
125,89.0,24.6,2009-03-06,2009,3,6
126,85.0,24.7,2009-03-07,2009,3,7
127,89.0,25.1,2009-03-08,2009,3,8
128,90.0,25.2,2009-03-09,2009,3,9
129,91.0,25.3,2009-03-10,2009,3,10
130,90.0,25.3,2009-03-11,2009,3,11
131,88.0,25.3,2009-03-12,2009,3,12
132,87.0,25.4,2009-03-13,2009,3,13
133,84.0,25.5,2009-03-14,2009,3,14
134,86.0,25.8,2009-03-15,2009,3,15
135,86.0,25.9,2009-03-16,2009,3,16
136,88.0,26.1,2009-03-17,2009,3,17
137,91.0,26.7,2009-03-18,2009,3,18
138,89.0,26.8,2009-03-19,2009,3,19
139,86.0,27.0,2009-03-20,2009,3,20
140,83.0,27.0,2009-03-21,2009,3,21
141,85.0,27.3,2009-03-22,2009,3,22
142,88.0,27.6,2009-03-23,2009,3,23
143,90.0,27.9,2009-03-24,2009,3,24
144,94.0,28.5,2009-03-25,2009,3,25
145,98.0,29.0,2009-03-26,2009,3,26
146,95.0,29.2,2009-03-27,2009,3,27
147,93.0,29.3,2009-03-28,2009,3,28
148,95.0,29.5,2009-03-29,2009,3,29
149,93.0,29.5,2009-03-30,2009,3,30
150,97.0,29.9,2009-03-31,2009,3,31
151,104.0,30.7,2009-04-01,2009,4,1
152,103.0,31.1,2009-04-02,2009,4,2
153,106.0,31.5,2009-04-03,2009,4,3
154,104.0,31.5,2009-04-04,2009,4,4
155,102.0,31.5,2009-04-05,2009,4,5
156,99.0,31.6,2009-04-06,2009,4,6
157,95.0,31.6,2009-04-07,2009,4,7
158,91.0,30.9,2009-04-08,2009,4,8
159,89.0,30.6,2009-04-09,2009,4,9
160,87.0,30.6,2009-04-10,2009,4,10
161,85.0,30.6,2009-04-11,2009,4,11
162,84.0,30.9,2009-04-12,2009,4,12
163,85.0,31.5,2009-04-13,2009,4,13
164,88.0,31.8,2009-04-14,2009,4,14
165,87.0,31.9,2009-04-15,2009,4,15
166,86.0,31.9,2009-04-16,2009,4,16
167,86.0,32.0,2009-04-17,2009,4,17
168,85.0,32.1,2009-04-18,2009,4,18
169,84.0,32.1,2009-04-19,2009,4,19
170,83.0,32.1,2009-04-20,2009,4,20
171,82.0,31.7,2009-04-21,2009,4,21
172,79.0,31.1,2009-04-22,2009,4,22
173,77.0,31.1,2009-04-23,2009,4,23
174,76.0,31.2,2009-04-24,2009,4,24
175,78.0,31.5,2009-04-25,2009,4,25
176,80.0,31.9,2009-04-26,2009,4,26
177,84.0,32.3,2009-04-27,2009,4,27
178,87.0,32.5,2009-04-28,2009,4,28
179,85.0,32.5,2009-04-29,2009,4,29
180,83.0,32.5,2009-04-30,2009,4,30
181,81.0,32.6,2009-05-01,2009,5,1
182,81.0,32.7,2009-05-02,2009,5,2
183,78.0,32.3,2009-05-03,2009,5,3
184,79.0,32.4,2009-05-04,2009,5,4
185,77.0,32.5,2009-05-05,2009,5,5
186,78.0,32.9,2009-05-06,2009,5,6
187,81.0,33.3,2009-05-07,2009,5,7
188,86.0,34.3,2009-05-08,2009,5,8
189,87.0,34.6,2009-05-09,2009,5,9
190,86.0,34.7,2009-05-10,2009,5,10
191,84.0,34.7,2009-05-11,2009,5,11
192,89.0,35.4,2009-05-12,2009,5,12
193,91.0,35.5,2009-05-13,2009,5,13
194,93.0,36.1,2009-05-14,2009,5,14
195,95.0,36.9,2009-05-15,2009,5,15
