,SNWD,WTEQ,date,year,month,day
43,36.0,9.9,2006-12-14,2006,12,14
44,38.0,10.4,2006-12-15,2006,12,15
45,42.0,10.9,2006-12-16,2006,12,16
46,41.0,10.9,2006-12-17,2006,12,17
47,41.0,10.9,2006-12-18,2006,12,18
48,39.0,11.0,2006-12-19,2006,12,19
49,39.0,11.0,2006-12-20,2006,12,20
50,38.0,11.0,2006-12-21,2006,12,21
51,38.0,11.0,2006-12-22,2006,12,22
52,38.0,11.1,2006-12-23,2006,12,23
53,42.0,11.5,2006-12-24,2006,12,24
54,41.0,11.5,2006-12-25,2006,12,25
55,44.0,12.0,2006-12-26,2006,12,26
56,47.0,12.5,2006-12-27,2006,12,27
57,49.0,12.8,2006-12-28,2006,12,28
58,49.0,12.8,2006-12-29,2006,12,29
59,48.0,12.9,2006-12-30,2006,12,30
60,47.0,12.9,2006-12-31,2006,12,31
61,47.0,12.9,2007-01-01,2007,1,1
62,47.0,13.1,2007-01-02,2007,1,2
63,55.0,14.5,2007-01-03,2007,1,3
64,59.0,15.4,2007-01-04,2007,1,4
65,57.0,15.6,2007-01-05,2007,1,5
66,62.0,16.0,2007-01-06,2007,1,6
67,64.0,16.6,2007-01-07,2007,1,7
68,70.0,18.1,2007-01-08,2007,1,8
69,68.0,18.2,2007-01-09,2007,1,9
70,71.0,18.6,2007-01-10,2007,1,10
71,72.0,18.8,2007-01-11,2007,1,11
72,70.0,18.8,2007-01-12,2007,1,12
73,69.0,18.8,2007-01-13,2007,1,13
74,68.0,18.8,2007-01-14,2007,1,14
75,66.0,18.8,2007-01-15,2007,1,15
76,66.0,18.9,2007-01-16,2007,1,16
77,68.0,19.1,2007-01-17,2007,1,17
78,68.0,19.1,2007-01-18,2007,1,18
79,72.0,19.7,2007-01-19,2007,1,19
80,72.0,19.7,2007-01-20,2007,1,20
81,77.0,20.7,2007-01-21,2007,1,21
82,75.0,20.7,2007-01-22,2007,1,22
83,76.0,21.1,2007-01-23,2007,1,23
84,79.0,21.7,2007-01-24,2007,1,24
85,77.0,21.8,2007-01-25,2007,1,25
86,75.0,21.8,2007-01-26,2007,1,26
87,75.0,21.8,2007-01-27,2007,1,27
88,74.0,21.8,2007-01-28,2007,1,28
89,74.0,21.8,2007-01-29,2007,1,29
90,73.0,21.8,2007-01-30,2007,1,30
91,72.0,21.8,2007-01-31,2007,1,31
92,72.0,21.9,2007-02-01,2007,2,1
93,74.0,22.0,2007-02-02,2007,2,2
94,73.0,22.0,2007-02-03,2007,2,3
95,72.0,22.0,2007-02-04,2007,2,4
96,72.0,22.1,2007-02-05,2007,2,5
97,70.0,22.1,2007-02-06,2007,2,6
98,69.0,22.2,2007-02-07,2007,2,7
99,69.0,22.2,2007-02-08,2007,2,8
100,72.0,22.7,2007-02-09,2007,2,9
101,72.0,22.9,2007-02-10,2007,2,10
102,72.0,22.9,2007-02-11,2007,2,11
103,78.0,23.4,2007-02-12,2007,2,12
104,77.0,23.6,2007-02-13,2007,2,13
105,76.0,23.6,2007-02-14,2007,2,14
106,76.0,23.8,2007-02-15,2007,2,15
107,79.0,24.4,2007-02-16,2007,2,16
108,78.0,24.4,2007-02-17,2007,2,17
109,77.0,24.7,2007-02-18,2007,2,18
110,79.0,24.9,2007-02-19,2007,2,19
111,82.0,25.5,2007-02-20,2007,2,20
112,85.0,26.0,2007-02-21,2007,2,21
113,85.0,26.3,2007-02-22,2007,2,22
114,87.0,26.8,2007-02-23,2007,2,23
115,87.0,26.8,2007-02-24,2007,2,24
116,88.0,26.9,2007-02-25,2007,2,25
117,86.0,27.0,2007-02-26,2007,2,26
118,88.0,27.4,2007-02-27,2007,2,27
119,88.0,27.5,2007-02-28,2007,2,28
120,87.0,27.5,2007-03-01,2007,3,1
121,91.0,27.7,2007-03-02,2007,3,2
122,91.0,27.8,2007-03-03,2007,3,3
123,89.0,27.8,2007-03-04,2007,3,4
124,88.0,28.0,2007-03-05,2007,3,5
125,88.0,28.3,2007-03-06,2007,3,6
126,86.0,28.4,2007-03-07,2007,3,7
127,86.0,28.5,2007-03-08,2007,3,8
128,86.0,28.5,2007-03-09,2007,3,9
129,85.0,28.5,2007-03-10,2007,3,10
130,85.0,28.6,2007-03-11,2007,3,11
131,84.0,29.2,2007-03-12,2007,3,12
132,82.0,28.5,2007-03-13,2007,3,13
133,82.0,28.5,2007-03-14,2007,3,14
134,82.0,28.5,2007-03-15,2007,3,15
135,82.0,28.6,2007-03-16,2007,3,16
136,84.0,28.9,2007-03-17,2007,3,17
137,81.0,29.2,2007-03-18,2007,3,18
138,80.0,29.4,2007-03-19,2007,3,19
139,79.0,29.4,2007-03-20,2007,3,20
140,79.0,29.4,2007-03-21,2007,3,21
141,79.0,29.3,2007-03-22,2007,3,22
142,82.0,29.6,2007-03-23,2007,3,23
143,81.0,29.7,2007-03-24,2007,3,24
144,81.0,30.1,2007-03-25,2007,3,25
145,83.0,30.5,2007-03-26,2007,3,26
146,83.0,30.9,2007-03-27,2007,3,27
147,82.0,30.8,2007-03-28,2007,3,28
148,81.0,30.9,2007-03-29,2007,3,29
149,81.0,31.2,2007-03-30,2007,3,30
150,80.0,31.2,2007-03-31,2007,3,31
151,81.0,31.3,2007-04-01,2007,4,1
152,83.0,31.5,2007-04-02,2007,4,2
153,86.0,31.6,2007-04-03,2007,4,3
154,86.0,31.9,2007-04-04,2007,4,4
155,84.0,31.9,2007-04-05,2007,4,5
156,83.0,31.9,2007-04-06,2007,4,6
157,82.0,32.1,2007-04-07,2007,4,7
158,80.0,32.1,2007-04-08,2007,4,8
159,79.0,32.1,2007-04-09,2007,4,9
160,87.0,33.7,2007-04-10,2007,4,10
161,105.0,36.2,2007-04-11,2007,4,11
162,103.0,36.6,2007-04-12,2007,4,12
163,100.0,36.6,2007-04-13,2007,4,13
164,98.0,36.7,2007-04-14,2007,4,14
165,95.0,36.8,2007-04-15,2007,4,15
166,93.0,36.8,2007-04-16,2007,4,16
167,92.0,36.9,2007-04-17,2007,4,17
168,92.0,37.2,2007-04-18,2007,4,18
169,98.0,37.6,2007-04-19,2007,4,19
170,102.0,38.4,2007-04-20,2007,4,20
171,101.0,38.5,2007-04-21,2007,4,21
172,99.0,38.6,2007-04-22,2007,4,22
173,96.0,38.6,2007-04-23,2007,4,23
174,96.0,38.3,2007-04-24,2007,4,24
175,95.0,38.0,2007-04-25,2007,4,25
176,94.0,38.0,2007-04-26,2007,4,26
177,94.0,38.4,2007-04-27,2007,4,27
178,92.0,38.1,2007-04-28,2007,4,28
179,90.0,37.8,2007-04-29,2007,4,29
180,89.0,37.4,2007-04-30,2007,4,30
181,87.0,37.2,2007-05-01,2007,5,1
182,85.0,36.9,2007-05-02,2007,5,2
183,83.0,36.4,2007-05-03,2007,5,3
184,98.0,38.2,2007-05-04,2007,5,4
185,115.0,40.7,2007-05-05,2007,5,5
186,109.0,41.1,2007-05-06,2007,5,6
187,102.0,41.1,2007-05-07,2007,5,7
188,96.0,41.2,2007-05-08,2007,5,8
189,92.0,40.2,2007-05-09,2007,5,9
190,89.0,39.2,2007-05-10,2007,5,10
191,87.0,38.6,2007-05-11,2007,5,11
192,85.0,38.2,2007-05-12,2007,5,12
193,85.0,37.6,2007-05-13,2007,5,13
194,84.0,37.6,2007-05-14,2007,5,14
195,83.0,37.6,2007-05-15,2007,5,15
